,condition,User ID,Baseline,Day 1,Day 2,Day 3,Day 4,Day 5,Weekend 1,Day 6,Day 7,Day 8,Day 9,Day 10,Weekend 2,Norstat ID
17,5.0,114737,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,5Ywxodj1BKe9Oylz
18,4.0,114739,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,nKY7owOz8eeoG3v4
19,3.0,114741,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,GLPp2Ov78Wpo03ym
20,3.0,114742,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,qRZK2gjnRZYobdka
21,5.0,114744,1.0,0,1,1,1,1,1.0,1,1,1,1,0,1.0,vGWjoqj4qjr2zDOX
22,2.0,114745,1.0,1,1,1,1,1,1.0,1,0,1,1,1,1.0,JLQkAYjDOxvoOeDG
23,2.0,114747,1.0,1,1,1,1,1,1.0,1,1,1,1,0,1.0,BdVOAGdMVE4o68JL
24,5.0,114749,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,nKY7owKg1B7oG3v4
25,1.0,114750,1.0,0,0,1,1,0,1.0,1,0,0,1,0,1.0,qRZK2gj6Ojdobdka
26,3.0,114751,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,wLxz2lO5LxxokVj8
27,2.0,114752,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,j1Le2DXVgX32xEOy
28,4.0,114753,1.0,1,0,1,1,1,1.0,1,1,1,1,1,1.0,YXrqo4Bvamg9MZdm
29,3.0,114754,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,yNedoazrzjB2MEjw
30,1.0,114755,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,lzD49L4Xgze93Vr8
31,1.0,114756,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,QGYe2jXadOOAgrXp
32,1.0,114760,0.0,0,0,0,0,0,0.0,0,0,0,0,0,99.0,3YVN2M5NVG52bRn5
33,5.0,114761,99.0,0,0,0,0,0,0.0,0,0,0,0,0,99.0,EZ8qoxmQe1v26JVW
34,1.0,114762,1.0,0,0,0,1,1,1.0,1,1,1,1,1,1.0,QGYe2jQNWbjogrXp
35,3.0,114763,0.0,0,0,0,0,0,0.0,0,0,0,0,0,99.0,XNdYoQerYezoWq1r
36,2.0,114764,1.0,0,0,0,1,1,1.0,1,0,0,0,1,1.0,Elb8AvBwkZ6ApLX5
37,3.0,114765,0.0,0,0,0,0,0,0.0,0,0,0,0,0,99.0,Vw142r483kDAaNPX
38,2.0,114766,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,aX8boPdw3B3oOJrM
39,3.0,114767,1.0,0,0,1,1,0,1.0,0,0,0,0,0,99.0,5Ywxodj0NxN9Oylz
40,1.0,114768,1.0,0,1,1,1,0,1.0,0,1,1,1,1,1.0,NaBzAB8zDWE2YyVM
41,4.0,114769,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,Elb8AvXL3Ke2pLX5
42,2.0,114770,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,NaBzABRwjO3AYyVM
43,5.0,114771,1.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,GLPp2OpqEkD903ym
44,3.0,114772,1.0,0,1,1,0,1,1.0,1,1,1,1,1,1.0,nKY7owXxQ5n2G3v4
45,1.0,114773,1.0,0,1,1,1,1,1.0,1,1,1,1,0,1.0,xgOVA1gzOwl2elJ1
46,5.0,114774,1.0,0,0,0,0,0,1.0,0,0,0,1,1,1.0,Elb8AvKXnYyopLX5
47,1.0,114775,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,BdVOAGxW7z5o68JL
48,4.0,114776,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,GlMq9ebZaJ0ADpXY
49,1.0,114777,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,YXrqo4BVZPQ9MZdm
50,5.0,114778,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,beaJAWrmYen9vw16
51,2.0,114779,99.0,0,0,0,0,0,0.0,0,0,0,0,0,99.0,W7mLA58GO5O9N6n1
52,1.0,114780,1.0,0,1,1,1,1,1.0,1,0,1,1,1,1.0,beaJAWwNebMAvw16
53,1.0,114781,1.0,0,1,1,1,1,1.0,0,1,0,1,1,1.0,QGYe2jXkvVjAgrXp
54,2.0,114782,0.0,0,0,0,0,0,99.0,0,0,0,0,0,99.0,yNedoaGZlX59MEjw
55,2.0,114783,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,YXrqo4BbGyN9MZdm
56,5.0,114784,1.0,1,1,1,0,1,1.0,1,1,1,1,1,1.0,xgOVA17blBQ2elJ1
57,2.0,114785,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,81K7AmXzEex9ZmyO
58,1.0,114786,1.0,0,1,0,0,0,1.0,0,1,0,0,0,1.0,nKY7owXGz6L2G3v4
59,3.0,114787,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,Elb8AvXLP3J2pLX5
60,2.0,114788,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,wLxz2lX5jxr2kVj8
61,4.0,114789,1.0,0,0,0,1,1,1.0,0,0,0,0,0,1.0,jnWOo08VdZYoXzex
62,2.0,114790,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,p3MN235Byl1Al1ag
63,5.0,114791,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,JLQkAYXK10K9OeDG
64,5.0,114792,1.0,1,1,1,1,1,1.0,0,1,1,0,1,1.0,Yxq827lJlvw9MWZ0
65,4.0,114794,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,GQq8AVGwd5qolWZ3
66,3.0,114797,99.0,0,0,0,0,0,0.0,0,0,0,0,0,99.0,W7mLA57qYVO2N6n1
67,3.0,114798,1.0,1,1,1,1,1,1.0,1,1,1,1,0,1.0,zExm2JgpQZJ96PyK
68,3.0,114799,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,JLQkAYXPK149OeDG
69,3.0,114800,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,qRZK2gPMWjd9bdka
70,3.0,114801,1.0,0,0,0,0,1,1.0,1,1,1,1,1,1.0,Yxq827d3W6M9MWZ0
71,2.0,114802,1.0,1,1,0,1,0,1.0,1,0,0,1,1,1.0,vGWjoqq0GwNozDOX
72,2.0,114814,1.0,1,0,1,0,1,1.0,1,1,1,1,1,1.0,NaBzAB006W32YyVM
73,1.0,114815,99.0,0,0,0,0,0,0.0,0,0,0,0,0,99.0,5nJ4ApEKnb4oG3kx
74,1.0,114816,1.0,0,1,1,1,1,1.0,0,1,1,0,1,1.0,5nJ4ApEKnb4oG3kx
75,4.0,114819,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,nKY7owOmq5PoG3v4
76,5.0,114831,99.0,0,0,0,0,0,0.0,0,0,0,0,0,99.0,BdVOAGXg1vdo68JL
77,2.0,114875,1.0,1,1,1,0,1,1.0,1,1,1,1,1,1.0,mKPv9zwv4Y6AyWe7
78,3.0,114876,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,VXGWAkBvWNq9vNZ0
79,1.0,114877,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,mKPv9z3KpR4AyWe7
80,3.0,114878,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,zExm2JgJ61J96PyK
81,3.0,114879,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,D5je9bXK3QJoRMYl
82,5.0,114880,1.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,81K7AmpJJO39ZmyO
83,4.0,114881,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,5YwxodYkJm12Oylz
84,3.0,114883,1.0,0,1,1,1,1,1.0,1,1,0,1,0,1.0,JkVd2n3pG8p9nLDq
85,3.0,114884,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,qRZK2gE6WMXAbdka
86,4.0,114886,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,LKkR2XPa6bl2ZaYV
87,3.0,114887,99.0,0,0,0,0,0,0.0,0,0,0,0,0,99.0,GLPp2O5G7glA03ym
88,1.0,114888,0.0,0,0,0,0,0,0.0,0,0,0,0,0,99.0,EZ8qoxpWxb3o6JVW
89,5.0,114889,1.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,5YwxodbkEvX9Oylz
90,1.0,114890,1.0,0,0,0,0,0,99.0,0,1,0,0,0,1.0,BdVOAG5RWze268JL
91,2.0,114892,1.0,0,1,0,0,0,1.0,1,1,1,1,0,1.0,gJdBAEx6pLQ9bz5P
92,1.0,114893,1.0,0,0,0,0,0,1.0,1,1,1,1,1,1.0,LDen9KLWy7DAElVw
93,2.0,114894,1.0,1,0,0,1,1,1.0,1,1,0,1,0,1.0,Vw142rKPQ7D9aNPX
94,2.0,114895,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,qRZK2gPbrYW9bdka
95,3.0,114896,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,vGWjoqE7zjlozDOX
96,5.0,114897,1.0,0,1,1,1,1,1.0,0,1,1,1,1,1.0,wLxz2ljVQjrAkVj8
97,2.0,114898,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,GQq8AV3NWamolWZ3
98,5.0,114899,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,kqPlARmrzMq9WndY
99,3.0,114900,1.0,1,1,1,1,0,1.0,1,1,1,1,0,1.0,BdVOAGXk0Xdo68JL
100,3.0,114901,1.0,1,1,1,1,1,1.0,0,1,1,1,1,1.0,zExm2JyJ4Zro6PyK
101,1.0,114902,1.0,0,0,0,1,1,1.0,1,1,1,1,1,1.0,aX8boPdP0z0oOJrM
102,2.0,114903,1.0,0,0,0,1,0,1.0,0,0,0,0,0,1.0,GlMq9eb47lpADpXY
103,1.0,114904,1.0,0,1,0,0,0,1.0,0,1,0,0,0,1.0,ybDaoyNpzlw2QdvY
104,2.0,114905,1.0,0,0,1,1,1,1.0,1,0,1,1,0,1.0,GlMq9eb14BDADpXY
105,5.0,114906,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,qRZK2gEXpKEAbdka
106,3.0,114907,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,Vj6N987q8mN28drl
107,5.0,114908,1.0,1,1,1,1,1,1.0,1,0,1,1,1,1.0,Vj6N985zB71A8drl
108,3.0,114909,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,Elb8AvmjKy79pLX5
109,3.0,114910,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,beaJAWrNkda9vw16
110,1.0,114911,99.0,0,0,0,0,0,0.0,0,0,0,0,0,99.0,qRZK2gaNKEXAbdka
111,4.0,114912,1.0,1,1,1,1,1,1.0,1,1,1,0,1,1.0,GLPp2Oy6jWpA03ym
112,1.0,114913,1.0,0,0,1,0,0,1.0,0,0,0,0,0,1.0,Elb8AvX3EYr2pLX5
113,4.0,114915,1.0,1,1,1,1,1,1.0,1,0,1,1,1,1.0,RWLV2Z1Z38lo5vN3
114,4.0,114918,1.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,Vj6N98XWmGN98drl
115,3.0,114919,1.0,0,1,0,1,1,1.0,1,0,1,1,1,1.0,Elb8Avk1e37opLX5
116,3.0,114920,1.0,1,0,1,1,1,1.0,1,1,1,1,1,1.0,jYWQA6pyvrv2PXKz
117,1.0,114924,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,RWLV2ZZpRp525vN3
118,4.0,114925,1.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,GlMq9eX7qNE2DpXY
119,2.0,114928,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,Yxq827dK7WN9MWZ0
120,2.0,114974,1.0,1,1,1,1,1,1.0,0,1,1,1,1,1.0,JkVd2n3adRk9nLDq
121,2.0,114975,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,Elb8AvkgpW6opLX5
122,4.0,114978,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,Vj6N985vypwA8drl
123,4.0,114979,1.0,1,1,1,1,1,1.0,0,0,1,0,0,1.0,5nJ4ApKeLm49G3kx
124,4.0,114980,1.0,1,1,1,1,1,1.0,1,1,1,1,0,1.0,JkVd2ndDRXkAnLDq
125,1.0,114981,1.0,0,1,1,1,0,1.0,0,0,1,1,1,1.0,Elb8AvBwlVrApLX5
126,5.0,114982,1.0,0,0,0,0,1,1.0,0,0,0,1,1,1.0,5Ywxodjexg59Oylz
127,1.0,114984,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,zExm2JXdWXJA6PyK
128,2.0,114985,1.0,1,1,1,1,1,1.0,1,1,0,1,1,1.0,jYWQA6Pxk8J2PXKz
129,3.0,114986,1.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,EZ8qox1BDDQ26JVW
130,5.0,114988,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,LKkR2XPwRgV2ZaYV
131,1.0,114989,1.0,0,1,1,0,0,1.0,1,1,1,0,0,1.0,lzD49LX6ZVR93Vr8
132,3.0,114990,1.0,0,1,1,1,1,1.0,0,0,0,0,1,1.0,nKY7owOY3gaoG3v4
133,2.0,114991,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,5YwxodjpyLv9Oylz
134,5.0,114992,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,jYWQA6PbpXv2PXKz
135,5.0,114993,1.0,0,0,0,0,0,1.0,0,0,0,0,0,99.0,Elb8AvB1EnkApLX5
136,2.0,114994,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,JkVd2nXxKBRAnLDq
137,2.0,114995,1.0,0,0,1,1,1,1.0,1,1,0,1,0,1.0,lzD49LyMYrkA3Vr8
138,1.0,114996,1.0,0,1,0,0,1,1.0,0,1,1,0,0,1.0,Dg7LANXZmzl2zm8y
139,5.0,114997,1.0,0,0,1,0,0,1.0,1,1,0,0,0,1.0,mKPv9zZwa709yWe7
140,1.0,115000,1.0,0,1,1,1,1,1.0,1,0,1,1,1,1.0,JkVd2njYMpg2nLDq
141,1.0,115001,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,81K7AmvOpm8oZmyO
142,5.0,115003,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,vGWjoqj3dnN2zDOX
143,1.0,115006,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,GlMq9ePW6xD2DpXY
144,3.0,115007,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,5YwxodPOJOOoOylz
145,3.0,115010,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,5Ywxodbd8QX9Oylz
146,2.0,115012,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,NaBzABQQ3xN9YyVM
147,2.0,115029,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,GQq8AVlDD8r2lWZ3
148,1.0,115035,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,gJdBAEy6lBZAbz5P
149,4.0,115037,1.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,Vj6N98XWmGN98drl
150,5.0,115042,1.0,0,0,1,1,1,1.0,1,1,1,1,1,1.0,j1Le2D6EWdqAxEOy
151,4.0,115060,1.0,1,1,1,0,1,1.0,1,1,0,1,1,1.0,YXrqo47WkW6AMZdm
152,3.0,115076,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,nKY7owqkBa89G3v4
153,1.0,115077,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,aX8boPgPzvMAOJrM
154,3.0,115079,99.0,0,0,0,0,0,0.0,0,0,0,0,0,99.0,p3MN23y08mbAl1ag
155,1.0,115080,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,EZ8qox1QRJO26JVW
156,2.0,115081,1.0,1,1,1,1,1,1.0,0,1,1,1,1,1.0,Vj6N98wJYjb28drl
157,1.0,115083,1.0,0,1,1,1,1,1.0,0,0,1,1,0,1.0,zExm2JXdnekA6PyK
158,1.0,115086,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,XNdYoQVbDaD2Wq1r
159,4.0,115087,1.0,1,1,1,1,1,1.0,0,1,1,1,1,1.0,kqPlARmbd5p9WndY
160,4.0,115088,1.0,1,1,1,0,1,1.0,1,1,1,1,1,1.0,XNdYoQepdGzoWq1r
161,2.0,115092,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,vGWjoqqYJ7NozDOX
162,2.0,115093,1.0,1,0,0,1,0,1.0,0,0,0,0,0,1.0,BdVOAGVL4Qp968JL
163,1.0,115105,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,3YVN2MBnmOl9bRn5
164,4.0,115114,1.0,1,1,1,1,0,1.0,1,1,1,0,1,1.0,p3MN234kmm19l1ag
165,2.0,115116,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,nKY7owXjYk82G3v4
166,2.0,115117,1.0,1,1,1,1,0,1.0,1,1,1,1,1,1.0,99
167,3.0,115118,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,5Ywxodba0R39Oylz
168,1.0,115120,1.0,0,1,1,1,1,1.0,1,1,1,1,0,1.0,LDen9KnOr1G2ElVw
169,1.0,115136,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,jYWQA6pyeJm2PXKz
170,3.0,115146,1.0,1,1,1,1,1,1.0,1,0,1,1,1,1.0,RWLV2ZyqkGJo5vN3
171,3.0,115169,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,5YwxodPOMRXoOylz
172,3.0,115170,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,XNdYoQeWLNeoWq1r
173,1.0,115171,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,NaBzAB8WxN02YyVM
174,2.0,115172,1.0,1,1,1,1,1,1.0,1,1,1,1,0,1.0,NaBzABRaPwNAYyVM
175,1.0,115174,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,GQq8AVlWZPd2lWZ3
176,5.0,115175,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,j1Le2Dn4drkAxEOy
177,4.0,115176,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,81K7AmjDbG3oZmyO
178,1.0,115178,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,XNdYoQweBQY9Wq1r
179,1.0,115179,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,3YVN2MyvdNN2bRn5
180,4.0,115180,99.0,0,0,0,0,0,0.0,0,0,0,0,0,99.0,3YVN2MpbnQqobRn5
181,3.0,115181,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,beaJAWwrzb3Avw16
182,4.0,115182,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,W7mLA5Ombgm2N6n1
183,2.0,115183,1.0,0,0,0,0,0,1.0,0,0,0,1,0,1.0,gJdBAE83n5J9bz5P
184,1.0,115184,0.0,0,0,0,0,0,1.0,0,0,0,0,0,99.0,YXrqo48OGbnoMZdm
185,5.0,115185,99.0,0,0,0,0,0,0.0,0,0,0,0,0,99.0,gJdBAEy7naJAbz5P
186,1.0,115194,1.0,0,1,0,1,1,1.0,0,1,1,0,0,1.0,zExm2JXQBnJA6PyK
187,2.0,115201,1.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,kqPlAR11Yxe9WndY
188,1.0,115202,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,lzD49LYDErkA3Vr8
189,4.0,115211,1.0,1,1,0,1,1,1.0,1,1,1,1,1,1.0,jYWQA6JgyQJAPXKz
190,3.0,115215,1.0,1,1,1,1,1,1.0,0,0,0,1,0,1.0,vGWjoqq1bZvozDOX
191,1.0,115216,1.0,0,1,1,1,1,1.0,0,1,0,1,1,1.0,mKPv9zd8KRaoyWe7
192,3.0,115217,1.0,1,1,1,1,1,1.0,1,1,0,1,0,1.0,EZ8qoxzeJl396JVW
193,3.0,115218,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,BdVOAGxr1G4o68JL
194,2.0,115220,1.0,1,1,0,1,1,1.0,1,1,1,1,1,1.0,GLPp2Oy6NvBA03ym
195,4.0,115221,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,mKPv9zwgydnAyWe7
196,1.0,115222,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,jnWOo0vPOyN9Xzex
197,1.0,115223,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,JkVd2ndw4GRAnLDq
198,2.0,115224,1.0,0,0,0,1,0,1.0,0,0,0,0,0,1.0,GlMq9eKGlq0oDpXY
199,1.0,115225,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,GQq8AV8eLJV2lWZ3
200,1.0,115226,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,qRZK2gxLYQN9bdka
201,1.0,115227,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,j1Le2D6Mg8RAxEOy
202,5.0,115228,1.0,1,1,1,1,0,1.0,1,1,1,0,1,1.0,zExm2JgmQOJ96PyK
203,1.0,115229,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,D5je9b6KxLD9RMYl
204,2.0,115230,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,zExm2JgmD0X96PyK
205,4.0,115231,1.0,1,1,0,1,1,1.0,0,1,1,0,1,1.0,Elb8AvkQLLJopLX5
206,3.0,115232,1.0,1,1,1,0,1,1.0,0,0,0,1,0,1.0,qRZK2gjWjJdobdka
207,1.0,115233,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,81K7AmvLv4xoZmyO
208,3.0,115241,1.0,1,1,1,1,1,1.0,1,1,1,1,1,99.0,xgOVA174RLW2elJ1
209,5.0,115242,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,XNdYoQy1m4GoWq1r
210,1.0,115243,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,vGWjoqjkaEv2zDOX
211,3.0,115278,0.0,0,0,0,0,0,0.0,0,0,0,0,0,99.0,ybDaoyXdpxdAQdvY
212,1.0,115322,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,81K7AmXOPL69ZmyO
213,3.0,115323,1.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,j1Le2D6mOGkAxEOy
214,2.0,115330,1.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,JkVd2nXN7n6AnLDq
215,3.0,115341,1.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,jYWQA6pNmYg2PXKz
216,5.0,115353,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,qRZK2gv0pPXobdka
217,3.0,115356,1.0,1,1,1,1,1,1.0,1,1,0,1,1,1.0,lzD49L46dq493Vr8
218,3.0,115462,1.0,1,1,1,1,0,1.0,1,1,1,1,1,1.0,JkVd2ngERXg9nLDq
219,1.0,115513,1.0,0,1,0,0,0,1.0,0,0,1,0,0,1.0,Dg7LANOz80nozm8y
220,3.0,115516,99.0,0,0,0,0,0,0.0,0,0,0,0,0,99.0,qRZK2gvX7BEobdka
221,2.0,115519,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,nKY7owXjYk82G3v4
222,1.0,115520,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,GQq8AVl4RR52lWZ3
223,3.0,115521,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,jYWQA6B70QEAPXKz
224,3.0,115522,1.0,1,0,1,1,1,1.0,1,0,1,1,0,1.0,jYWQA6Py0gv2PXKz
225,1.0,115523,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,LKkR2X7YxyqoZaYV
226,4.0,115524,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,jYWQA6RkWYkAPXKz
227,2.0,115525,1.0,0,0,1,1,0,1.0,1,1,1,1,1,1.0,JLQkAYXaq4V9OeDG
228,3.0,115528,1.0,1,1,1,1,0,1.0,0,1,1,1,1,1.0,BdVOAGX6b33o68JL
229,3.0,115529,1.0,1,1,1,1,1,1.0,1,1,1,1,0,1.0,Yxq827E56ObAMWZ0
230,3.0,115530,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,XNdYoQyvLjdoWq1r
231,3.0,115531,1.0,1,1,1,1,1,1.0,1,0,0,1,0,1.0,ybDaoy1RmPaoQdvY
232,1.0,115532,1.0,0,1,0,0,0,1.0,0,1,0,1,1,1.0,5YwxodQQ8X32Oylz
233,2.0,115533,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,5nJ4ApEJqn0oG3kx
234,2.0,115535,1.0,1,0,1,1,1,1.0,1,0,0,1,1,1.0,81K7AmjdnOGoZmyO
235,3.0,115536,1.0,1,1,0,1,0,1.0,1,0,1,1,1,1.0,EZ8qoxbQlem96JVW
236,2.0,115540,1.0,0,1,1,1,1,1.0,0,1,1,0,1,1.0,RWLV2Zv1XPX25vN3
237,2.0,115543,1.0,1,1,1,0,1,1.0,1,0,1,1,1,1.0,JLQkAYXYBYR9OeDG
238,1.0,115550,1.0,0,1,1,1,0,1.0,1,0,1,1,1,1.0,3YVN2Mx1XrmobRn5
239,2.0,115552,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,GLPp2OpkD1R903ym
240,2.0,115554,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,GLPp2OdQ3WZ903ym
